sent_monotonic,phase,rtt_ms,status
77.816449436,1024,0.07950900000253114,pass
77.821667324,1024,0.07716599999696427,pass
77.826886574,1024,0.08087099999443126,pass
77.832091182,1024,0.08019000000558663,pass
77.837310752,1024,0.08101100000601491,pass
77.842541649,1024,0.08112199999743552,pass
77.847775251,1024,0.08662999999842214,pass
77.853029623,1024,0.07338000000345346,pass
77.858252398,1024,0.08195299999158578,pass
77.863481443,1024,0.07827700000007098,pass
77.868702275,1024,0.07892799999353883,pass
77.873920594,1024,0.07256800000732255,pass
77.879141366,1024,0.07329900000740963,pass
77.884349388,1024,0.07552299999247225,pass
77.889559866,1024,0.07641400000579779,pass
77.894772796,1024,0.07741500000690849,pass
77.899987478,1024,0.09128700000360368,pass
77.905217164,1024,0.076454999998532,pass
77.910435052,1024,0.0792680000074597,pass
77.915656956,1024,0.07559299999115865,pass
77.920872089,1024,0.08073099999705846,pass
77.926089391,1024,0.0817130000001498,pass
77.931325776,1024,0.10890300001165087,pass
77.93657418,1024,0.08440700000278412,pass
77.941808472,1024,0.10967400000083671,pass
77.947064497,1024,0.10229400000127953,pass
77.952308544,1024,0.10661999999683758,pass
77.957550348,1024,0.10342500000604105,pass
77.962786763,1024,0.10283400000332676,pass
77.968035808,1024,0.06853300000386753,pass
77.973240756,1024,0.10505699999896478,pass
77.978483602,1024,0.12419600000157516,pass
77.983754539,1024,0.1095639999988407,pass
77.989015531,1024,0.08061099998712962,pass
77.994235151,1024,0.09912900000585978,pass
77.999474471,1024,0.10411600000281851,pass
78.004721743,1024,0.10029999999972006,pass
78.009967322,1024,0.1039360000021361,pass
78.015220442,1024,0.10115199999916058,pass
78.020466973,1024,0.10922299999549523,pass
78.025723589,1024,0.10760100001050432,pass
78.030978111,1024,0.10620900000901656,pass
78.036223741,1024,0.10411499999918306,pass
78.041464183,1024,0.10495699999069075,pass
78.046703682,1024,0.1023030000055769,pass
78.05194156,1024,0.139367999992146,pass
78.057225306,1024,0.10298499999805699,pass
78.062465637,1024,0.10443700000450917,pass
78.067708583,1024,0.11292899999659767,pass
78.072958368,1024,0.09577400000182479,pass
78.078190928,1024,0.07985999999959859,pass
78.083386713,1024,0.06765100000905022,pass
78.088560104,1024,0.05143700001042362,pass
78.093722579,1024,0.06774099999518057,pass
78.09890241,1024,0.05470199999990655,pass
78.104072386,1024,0.062322999994535166,pass
78.10928821,1024,0.06989499999576765,pass
78.114503785,1024,0.06382600000165439,pass
78.119709815,1024,0.063915000012571,pass
78.124910908,1024,0.05886799999643699,pass
78.130092932,1024,0.08885300000827101,pass
78.135296488,1024,0.07178799999962848,pass
78.140489919,1024,0.08956399999249243,pass
78.14571989,1024,0.0693839999996726,pass
78.150931073,1024,0.09665000000325108,pass
78.156165335,1024,0.07646000000249842,pass
78.161366894,1024,0.08648899999741388,pass
78.166579248,1024,0.07207799998809605,pass
78.171773701,1024,0.0894139999871868,pass
78.176992285,1024,0.09431099999801518,pass
78.182204444,1024,0.09385499998870728,pass
78.187420584,1024,0.07568300000571071,pass
78.192614927,1024,0.06317400000455109,pass
78.197784172,1024,0.055633000002330846,pass
78.202948359,1024,0.07287900000108039,pass
78.20812155,1024,0.04970400000559039,pass
78.213282623,1024,0.06744099999878017,pass
78.21846024,1024,0.058477999999695385,pass
78.223623056,1024,0.05429100001208553,pass
78.228779552,1024,0.05003500000100303,pass
78.233930599,1024,0.04973499999039177,pass
78.239082328,1024,0.05400100000940711,pass
78.244238193,1024,0.05339000000503802,pass
78.249390373,1024,0.054630999997584695,pass
78.254548791,1024,0.04862299999786046,pass
78.259703625,1024,0.09803700000077242,pass
78.264954962,1024,0.10343499999976302,pass
78.270212079,1024,0.10741100000188908,pass
78.275471519,1024,0.11192699999185152,pass
78.280735606,1024,0.1053269999999884,pass
78.285990409,1024,0.1056780000112667,pass
78.291233194,1024,0.10427600000184611,pass
78.296469089,1024,0.09233800000174597,pass
78.301695769,1024,0.10088099999450151,pass
78.306934809,1024,0.14094099999795162,pass
78.312219707,1024,0.09405100000492439,pass
78.317452668,1024,0.10841200000299978,pass
78.322698597,1024,0.10744099999726586,pass
78.32794628,1024,0.1435849999893435,pass
78.33323946,1024,0.11291900000287569,pass
78.338497438,1024,0.11074599999005841,pass
78.343755345,1024,0.13445099999387367,pass
78.349068306,1024,0.11831699998765544,pass
78.354332362,1024,0.09952900001053422,pass
78.359580165,1024,0.10717000000681765,pass
78.364834097,1024,0.09943899999598216,pass
78.370081809,1024,0.10301400000400918,pass
78.375322121,1024,0.09793600000307379,pass
78.380554189,1024,0.10162200000252142,pass
78.385790705,1024,0.09351999999296368,pass
78.391037967,1024,0.08273400000291531,pass
78.396254533,1024,0.10283399998911591,pass
78.401496977,1024,0.10838200000762299,pass
78.406742616,1024,0.10528800000031424,pass
78.411988466,1024,0.09504300000173771,pass
78.417222138,1024,0.08179200000313358,pass
78.422448888,1024,0.10693999999489279,pass
78.427699175,1024,0.11825699999690187,pass
78.43296185,1024,0.1049370000032468,pass
78.438213308,1024,0.10050000000205728,pass
78.443460209,1024,0.1110760000102573,pass
78.448719739,1024,0.10447600000418333,pass
78.45397333,1024,0.11183800000935662,pass
78.459223206,1024,0.1030250000013666,pass
78.464460883,1024,0.10471699999925477,pass
78.469699722,1024,0.10686999999620639,pass
78.47494416,1024,0.14055999999129654,pass
78.480229529,1024,0.1007209999954739,pass
78.48546982,1024,0.13202699999226297,pass
78.490747788,1024,0.13408100001299772,pass
78.496043462,1024,0.10924299999715004,pass
78.501293558,1024,0.10089100000243434,pass
78.506536824,1024,0.10466600001279858,pass
78.51178695,1024,0.11379999999405754,pass
78.51706001,1024,0.09059600000682622,pass
78.522296275,1024,0.11297999999726471,pass
78.527557063,1024,0.08421599999053342,pass
78.532784134,1024,0.0810610000030465,pass
78.538028712,1024,0.07629399999586894,pass
78.54324026,1024,0.07528300000103627,pass
78.548447392,1024,0.0759630000004563,pass
78.553655785,1024,0.07477199999073036,pass
78.55886499,1024,0.076684999996246,pass
78.564074095,1024,0.07515200000796085,pass
78.569286474,1024,0.07830799999908322,pass
78.574482154,16384,0.08548800001051404,pass
78.579667773,16384,0.0777870000092662,pass
78.584843188,16384,0.08054000001322947,pass
78.590035878,16384,0.06964400000697424,pass
78.595209489,16384,0.07503300000166746,pass
78.600390181,16384,0.07300000000043383,pass
78.605572746,16384,0.07208799999602888,pass
78.610745236,16384,0.06327500000224973,pass
78.615914972,16384,0.06548800000416577,pass
78.621080672,16384,0.0637949999884313,pass
78.626242235,16384,0.06350499999996373,pass
78.631403368,16384,0.06179200001099616,pass
78.636602348,16384,0.07446099999697253,pass
78.641810931,16384,0.06958500000564527,pass
78.647035469,16384,0.06820199999424403,pass
78.652231004,16384,0.07123599999658836,pass
78.657411175,16384,0.06608900000060203,pass
78.662581872,16384,0.0617019999964441,pass
78.667763295,16384,0.08062099999506245,pass
78.672970627,16384,0.07216800000264811,pass
78.678173643,16384,0.06891300000688716,pass
78.683372332,16384,0.07188699999005621,pass
78.688572944,16384,0.0723379999953977,pass
78.693764672,16384,0.07772700000430177,pass
78.698959145,16384,0.07605399999022211,pass
78.704150503,16384,0.06122199999936129,pass
78.709317154,16384,0.06774199999881603,pass
78.71448708,16384,0.05833800000232259,pass
78.719646861,16384,0.06266399999788064,pass
78.724808505,16384,0.06052999999894837,pass
78.729965101,16384,0.07034499999747368,pass
78.735134636,16384,0.05817800000329498,pass
78.740292585,16384,0.058636999995087535,pass
78.745453427,16384,0.058847999994782185,pass
78.750638946,16384,0.08948400000008405,pass
78.755850104,16384,0.06606899999894722,pass
78.761035984,16384,0.08611900000232708,pass
78.766223576,16384,0.08082099999739967,pass
78.771406893,16384,0.08567799999070758,pass
78.776591791,16384,0.06622899999797482,pass
78.781766314,16384,0.05647400000441394,pass
78.786927677,16384,0.05221800000754229,pass
78.792086296,16384,0.052899000010597774,pass
78.797236713,16384,0.04660999999828164,pass
78.802377165,16384,0.04619999999988522,pass
78.807519069,16384,0.047090999998999905,pass
78.812668625,16384,0.04957400000193957,pass
78.817816468,16384,0.04899299999294726,pass
78.823022768,16384,0.09555299999419731,pass
78.828255929,16384,0.10397500000181026,pass
78.833501237,16384,0.10670000000345681,pass
78.838747538,16384,0.10424599999225848,pass
78.843993979,16384,0.0999789999980294,pass
78.849242742,16384,0.11102599999901486,pass
78.854502553,16384,0.11500200000114091,pass
78.859764527,16384,0.11160700000800716,pass
78.865043686,16384,0.11190699999019671,pass
78.870301303,16384,0.10347499998886178,pass
78.875552881,16384,0.10923399999285266,pass
78.880798811,16384,0.09938899999895057,pass
78.886043619,16384,0.10810199999866654,pass
78.891287036,16384,0.1040050000113979,pass
78.896527857,16384,0.10608899999908772,pass
78.901769491,16384,0.13036500000396245,pass
78.907057774,16384,0.09884800000747873,pass
78.912292567,16384,0.10506800001053307,pass
78.917537926,16384,0.10545800000727468,pass
78.922782774,16384,0.11149700000601115,pass
78.928049094,16384,0.11345999999434753,pass
78.933307212,16384,0.09879799999623629,pass
78.9385586,16384,0.11562300001344283,pass
78.943823438,16384,0.11503200001072855,pass
78.94909111,16384,0.1039360000021361,pass
78.954341367,16384,0.107029999995234,pass
78.959594608,16384,0.11121599999341925,pass
78.964843431,16384,0.09912899999164893,pass
78.97007515,16384,0.10305499999674339,pass
78.975313448,16384,0.12291400000208341,pass
78.980579208,16384,0.1024230000012949,pass
78.985816485,16384,0.10418600000150491,pass
78.991060011,16384,0.10866299999179319,pass
78.996302666,16384,0.09141699999304365,pass
79.001534384,16384,0.10808200001122259,pass
79.006782247,16384,0.1092640000024403,pass
79.012049549,16384,0.13341999999738618,pass
79.017338583,16384,0.11311900000521291,pass
79.022607868,16384,0.11694500000203334,pass
79.027872876,16384,0.1140109999937522,pass
79.033140137,16384,0.11123699999870951,pass
79.038395852,16384,0.10145200000977184,pass
79.04364746,16384,0.10677999999586518,pass
79.048889314,16384,0.0918570000010277,pass
79.054114492,16384,0.0941610000069204,pass
79.059344328,16384,0.10694000000910364,pass
79.064588565,16384,0.10862300000269443,pass
79.069832923,16384,0.10942399998725705,pass
79.075081456,16384,0.10684999999455158,pass
79.080300676,16384,0.06805200000314926,pass
79.085474458,16384,0.05595400000402151,pass
79.090640318,16384,0.0614020000000437,pass
79.095808852,16384,0.052689000000327724,pass
79.100974602,16384,0.06489700000145149,pass
79.106164107,16384,0.062223000000471984,pass
79.111336557,16384,0.05610399999511628,pass
79.116499262,16384,0.052858999993077305,pass
79.121660265,16384,0.09438099999670158,pass
79.126860486,16384,0.08696999999813215,pass
79.132044563,16384,0.08337500000266118,pass
79.137266057,16384,0.10369499999285381,pass
79.142506027,16384,0.10243399999865233,pass
79.147725407,16384,0.0682430000011891,pass
79.152896725,16384,0.05301000000201839,pass
79.158054724,16384,0.05665400000509635,pass
79.163209016,16384,0.04868300000282488,pass
79.168358482,16384,0.050494999996431034,pass
79.173549239,16384,0.06816200000514527,pass
79.17876919,16384,0.06513700000709832,pass
79.183981449,16384,0.1043059999972229,pass
79.189239147,16384,0.08767100000284245,pass
79.194479808,16384,0.08197300000745145,pass
79.199711968,16384,0.08051999999736381,pass
79.204943646,16384,0.0966039999923396,pass
79.210176066,16384,0.08735000000115178,pass
79.215373613,16384,0.08596800000759686,pass
79.220561496,16384,0.08413499999448959,pass
79.225741567,16384,0.08066099999837206,pass
79.23092254,16384,0.09017500001107237,pass
79.236110873,16384,0.08225300000219704,pass
79.241293548,16384,0.0855779999966444,pass
79.246474711,16384,0.08535699998901691,pass
79.25166007,16384,0.08431599999880746,pass
79.256883526,16384,0.09822700000938767,pass
79.262126882,16384,0.10220299999730287,pass
79.267374194,16384,0.13501200000121116,pass
79.272667735,16384,0.10598900000502454,pass
79.277920745,16384,0.14750100000071598,pass
79.283226295,16384,0.11206699998922431,pass
79.288490161,16384,0.10045000000502569,pass
79.293739936,16384,0.10161200000879944,pass
79.29898159,16384,0.09898800000485153,pass
79.304211966,16384,0.10419600000943774,pass
79.309451386,16384,0.10315499999080657,pass
79.314692769,16384,0.1071899999942616,pass
79.319934623,16384,0.1372750000001588,pass
79.325214443,16384,0.07637500000612363,pass
79.330411971,16384,0.07099599999094153,pass
79.335622317,16384,0.06452699999215383,pass
79.340826184,16384,0.06623900000590766,pass
79.346049079,16384,0.08500700000979577,pass
79.351280307,16384,0.11422100000402224,pass
79.356538986,16384,0.10089100000243434,pass
79.361789312,16384,0.1125379999962206,pass
79.367066579,16384,0.10599800000932191,pass
79.372323905,16384,0.10405599999785409,pass
79.377576364,16384,0.10449699999526274,pass
79.382822265,16384,0.10184199999230259,pass
79.388059681,16384,0.0982769999922084,pass
79.39329134,16384,0.09241799999415434,pass
79.39851739,16384,0.07484200000362762,pass
79.403727046,16384,0.09561299999916173,pass
79.408960947,16384,0.09744599999805814,pass
79.414194509,16384,0.11006500000121378,pass
79.419444494,16384,0.10593899999378209,pass
79.424691206,16384,0.10048000000040247,pass
79.429935172,16384,0.14220299999578856,pass
79.435228072,16384,0.09738599999309372,pass
79.440471398,16384,0.10108099999683873,pass
79.445721775,16384,0.11492200000873254,pass
79.450986632,16384,0.09885800000120071,pass
79.456238281,16384,0.10022000000731168,pass
79.461484321,16384,0.10240299999964009,pass
79.466728768,16384,0.10227300001020012,pass
79.471967457,16384,0.0982569999905536,pass
79.477198946,16384,0.09286899999949583,pass
79.482428791,16384,0.10147199999721579,pass
79.487669363,16384,0.10183199999858061,pass
79.492910305,16384,0.10469700001181081,pass
79.498150286,16384,0.1058880000073259,pass
79.503396025,16384,0.10808199999701174,pass
79.50864499,16384,0.10269400000595397,pass
79.513892452,16384,0.10638900000969898,pass
79.519156609,16384,0.11164699999710592,pass
79.524420946,16384,0.10728099999823826,pass
79.529673546,16384,0.11367000000461758,pass
79.534938094,16384,0.14824200000873589,pass
79.54024902,16384,0.1026739999900883,pass
79.545497264,16384,0.09974900000031539,pass
79.550736313,16384,0.1045359999949369,pass
79.555976745,16384,0.10522700000592522,pass
79.561216505,16384,0.09947899999929177,pass
79.566452691,16384,0.1076110000042263,pass
79.571695095,16384,0.10241300000757292,pass
79.576936939,16384,0.14052999999591975,pass
79.582222337,16384,0.11111699998878066,pass
79.587472744,16384,0.10403600001041013,pass
79.592717322,16384,0.10866200000236859,pass
79.597967568,16384,0.09993899999471978,pass
79.603209652,16384,0.09959899999500976,pass
79.608459497,16384,0.11146699999642351,pass
79.61372033,16384,0.11241799998629176,pass
79.6189801,16384,0.10141100000282677,pass
79.624231007,16384,0.10247399998775109,pass
79.629480272,16384,0.10731000000419044,pass
79.634726863,16384,0.10788100000524992,pass
79.639970329,16384,0.09633400000552683,pass
79.645200525,16384,0.07442099999366292,pass
79.650410501,16384,0.09705499999768108,pass
79.655622109,16384,0.06771099999980379,pass
79.660804724,16384,0.05270900000198253,pass
79.665966678,16384,0.07744599999170987,pass
79.671150845,16384,0.05383100000244667,pass
79.676306971,16384,0.05347999999116837,pass
79.681464889,16384,0.05151700000283199,pass
79.686623368,16384,0.09332899999492383,pass
79.691832573,16384,0.0961840000002212,pass
79.697077911,16384,0.11630400000228747,pass
79.702343891,16384,0.1059089999984053,pass
79.707601218,16384,0.10357500001134667,pass
79.71284891,16384,0.10114199999122775,pass
79.718095711,16384,0.08250399999099045,pass
79.72331414,16384,0.10420600000315972,pass
79.728552709,16384,0.10466599999858772,pass
79.733793271,16384,0.10549800001058429,pass
79.739047583,16384,0.10657900000410336,pass
79.744293493,16384,0.10586800000567109,pass
79.749536688,16384,0.13173699998958455,pass
79.754815918,16384,0.10806199999535693,pass
79.760064141,16384,0.11108600000397928,pass
79.765319094,16384,0.10560799999836945,pass
79.77056873,16384,0.11040500000092379,pass
79.775827368,16384,0.10715100000879829,pass
79.781076703,16384,0.07608399999980975,pass
79.786299789,16384,0.06910300000129155,pass
79.791519209,16384,0.105027000003588,pass
79.79676625,16384,0.0951829999991105,pass
79.802016968,16384,0.08517700000254536,pass
79.807237108,16384,0.09790700001133246,pass
79.812468396,16384,0.07256899999674715,pass
79.81767685,16384,0.10637900000176614,pass
79.822918854,16384,0.10525800000493746,pass
79.828163381,16384,0.10265400000264435,pass
79.833403883,16384,0.11196799999879659,pass
79.838654961,16384,0.10689999999158317,pass
79.843902012,16384,0.11315899999431167,pass
79.849158318,16384,0.10663900000906779,pass
79.854408073,16384,0.10032999999509684,pass
79.859658109,16384,0.10247300001253734,pass
79.864910909,16384,0.11028499999099495,pass
79.870171671,16384,0.1049570000049016,pass
79.875429268,16384,0.10734099998899183,pass
79.880678663,16384,0.0944610000033208,pass
79.885914879,16384,0.10507700000061959,pass
79.891161179,16384,0.10975400000745594,pass
79.896403273,16384,0.09156699999834927,pass
79.901630264,16384,0.10728099999823826,pass
79.90687326,16384,0.10918300000639647,pass
79.912121443,16384,0.09942799999862473,pass
79.917357187,16384,0.09649500000818989,pass
79.922592491,16384,0.10465599999065489,pass
79.927837199,16384,0.11134700000070552,pass
79.933089819,16384,0.0946509999977252,pass
79.938329049,16384,0.1133290000012721,pass
79.943592645,16384,0.10865200000864661,pass
79.948857562,16384,0.11613399999532703,pass
79.954119937,16384,0.1143309999918074,pass
79.959383644,16384,0.10935299999914605,pass
79.964638837,16384,0.09805599999879178,pass
79.969861302,16384,0.0754530000079967,pass
79.975070276,16384,0.10027999999806525,pass
79.98030549,16384,0.10299399998814351,pass
79.985543858,16384,0.09135700000229008,pass
79.990772282,16384,0.10561800000630228,pass
79.99603707,16384,0.076504000006139,pass
80.001251933,16384,0.10981399999820951,pass
80.006499826,16384,0.07704499999761083,pass
80.011719406,16384,0.0672910000076854,pass
80.016924625,16384,0.06511700000544351,pass
80.022145347,16384,0.06337399999267745,pass
80.027359579,16384,0.11618399999235862,pass
80.0326199,16384,0.10969500000612697,pass
80.037876426,16384,0.10912300000143205,pass
80.043136857,16384,0.10190300000090247,pass
80.04838464,16384,0.10210300000323969,pass
80.053627575,16384,0.10872300001096846,pass
80.058872784,16384,0.10345500000141783,pass
80.064082239,16384,0.10176199999989421,pass
80.069320508,16384,0.09523199999250664,pass
80.074549312,16384,0.10943399999518988,pass
80.079793088,16384,0.0880420000015647,pass
80.085017936,16384,0.06891399999631176,pass
80.090195023,16384,0.061611999996102895,pass
80.095366812,16384,0.0722879999983661,pass
80.100547344,16384,0.06307399999627705,pass
80.105716839,16384,0.06402600000399161,pass
80.110894627,16384,0.06765200001268568,pass
80.116106476,16384,0.08778100000483846,pass
80.121344835,16384,0.08110099999214526,pass
80.126580989,16384,0.08079100000202288,pass
80.131811937,16384,0.07934900000350353,pass
80.13705311,16384,0.07734500000822209,pass
80.142266501,16384,0.07554300000833791,pass
80.147459842,16384,0.08625899999969988,pass
80.152658471,16384,0.06034000000454398,pass
80.157819584,16384,0.051096000007078146,pass
80.162971332,16384,0.06343500000127733,pass
80.168134368,16384,0.05167800000549505,pass
80.173285936,16384,0.047502000001031774,pass
80.178433289,16384,0.09434100000760282,pass
80.183631467,16384,0.08625899999969988,pass
80.18885955,16384,0.10291399999573514,pass
80.194108675,16384,0.11267900001143971,pass
80.199373713,16384,0.11313999999629232,pass
80.204632372,16384,0.10628899998721408,pass
80.20989004,16384,0.10755099999926188,pass
80.215129139,16384,0.0685929999946211,pass
80.220308469,16384,0.060750999992364996,pass
80.225468691,16384,0.04966400000228077,pass
80.230612277,16384,0.0483019999961698,pass
80.235755483,16384,0.047941999994804974,pass
80.240938909,16384,0.07479200000659603,pass
80.246149356,16384,0.06205299999351155,pass
80.251350048,16384,0.13186699999323537,pass
80.256626975,16384,0.09909799999263669,pass
80.261867636,16384,0.10397599999123486,pass
80.267112284,16384,0.10953399998925306,pass
80.272360116,16384,0.09709600000462615,pass
80.277601309,16384,0.10041000000171607,pass
80.28285462,16384,0.10753100001181792,pass
80.288108792,16384,0.1078210000002855,pass
80.293369114,16384,0.11467100000572827,pass
80.298628543,16384,0.10922399999913068,pass
80.30388539,16384,0.11015500000155498,pass
80.309146221,16384,0.10715099999458744,pass
80.314387605,16384,0.10470700000553279,pass
80.319626724,16384,0.10488699999200435,pass
80.324874427,16384,0.10061000000405329,pass
80.330110872,16384,0.11076599999171322,pass
80.335360317,16384,0.11030600001049606,pass
80.340607529,16384,0.10827200000562698,pass
80.345857355,16384,0.11044499999002255,pass
80.351108161,16384,0.11147700000435634,pass
80.356356815,16384,0.09725600000365375,pass
80.361602355,16384,0.11278899999922487,pass
80.366870588,16384,0.11236800000347102,pass
80.372108505,16384,0.10086100000705756,pass
80.377358532,16384,0.09878699999887885,pass
80.382598462,16384,0.09749599999508973,pass
80.387846004,16384,0.10489699999993718,pass
80.393087728,16384,0.1039560000037909,pass
80.398325205,16384,0.10247299999832649,pass
80.403562782,16384,0.10424600000646933,pass
80.408804455,16384,0.10190300000090247,pass
80.414055163,16384,0.11096599999405043,pass
80.419305058,16384,0.13513199999692915,pass
80.424584728,16384,0.10193200000685465,pass
80.429828665,16384,0.11086599999998725,pass
80.435079432,16384,0.11068599999930484,pass
80.440333454,16384,0.10226300000226729,pass
80.445583881,16384,0.11119599999176444,pass
80.450848438,16384,0.11666400000365229,pass
80.456112405,16384,0.10341499999810821,pass
80.461370362,16384,0.1091040000034127,pass
80.466625256,16384,0.11075599999799124,pass
80.471882582,16384,0.10811199999238852,pass
80.477137786,16384,0.09161699999538087,pass
80.482362013,16384,0.10433600000681054,pass
80.487601504,16384,0.10351500000638225,pass
80.492842706,16384,0.09478199999080061,pass
80.498072822,16384,0.10179200000948185,pass
80.503313354,16384,0.10839200000134497,pass
80.508558713,16384,0.1060480000063535,pass
80.513806546,16384,0.10978400000283273,pass
80.519059826,16384,0.11110599999142323,pass
80.524314679,16384,0.10539800000231025,pass
80.529569602,16384,0.11133700000698354,pass
80.534837175,16384,0.11458099999117621,pass
80.540098888,16384,0.11320899999134326,pass
80.545365289,16384,0.11130599999376045,pass
80.55062585,16384,0.10282399999539393,pass
80.555879361,16384,0.10405599999785409,pass
80.561120554,16384,0.10072999999977128,pass
80.566355107,16384,0.09956899999963298,pass
80.57159021,16384,0.10369500000706466,pass
80.576831063,16384,0.10494699999696877,pass
80.582071564,16384,0.1096339999975271,pass
80.587319997,16384,0.10945400001105554,pass
80.592567169,16384,0.10946399999056666,pass
80.597816003,16384,0.10440699999492153,pass
80.603060701,16384,0.11379999999405754,pass
80.608318058,16384,0.11086599999998725,pass
80.613576637,16384,0.10806200000956778,pass
80.618854124,16384,0.11571299999957319,pass
80.624120744,16384,0.10294400000532278,pass
80.629376179,16384,0.10828199999934895,pass
80.634634437,16384,0.10130200000446621,pass
80.639883111,16384,0.10605800000007548,pass
80.645140613,16384,0.07690500000023803,pass
80.650350639,16384,0.07542299999840907,pass
80.655535497,16384,0.0657789999962688,pass
80.660703961,16384,0.05964900000776652,pass
80.665863602,16384,0.05701499999588577,pass
80.671042682,16384,0.06555799998864131,pass
80.676210214,16384,0.05818700000759236,pass
80.681371707,16384,0.060380999997278195,pass
80.686536916,16384,0.06178200000306333,pass
80.691703487,16384,0.05995000000780237,pass
80.696876147,16384,0.06358500000658296,pass
80.70209686,16384,0.09202700000798814,pass
80.7073369,16384,0.08131199999183991,pass
80.712560637,16384,0.08098100001063813,pass
80.717783442,16384,0.0793389999955707,pass
80.723028401,16384,0.07619400000180576,pass
80.72824078,16384,0.07395100000451293,pass
80.733452539,16384,0.07610400000146456,pass
80.738664097,16384,0.07547300000965151,pass
80.743875666,16384,0.07619400000180576,pass
80.749088465,16384,0.07517299999904026,pass
80.754301536,16384,0.07884800000113046,pass
80.75951657,16384,0.0779159999950707,pass
80.764735159,16384,0.07823699999676137,pass
80.769953026,16384,0.09419100000229719,pass
80.775186998,16384,0.07856700000274941,pass
80.780412262,16384,0.09142700000097648,pass
80.785632403,16384,0.07772600000066632,pass
80.790819054,16384,0.05615400000635873,pass
80.795981869,16384,0.08706100000210881,pass
80.801175211,16384,0.062061999997808925,pass
80.806346559,16384,0.06385499999339572,pass
80.811509554,16384,0.057486000002882065,pass
80.816661353,16384,0.0542819999935773,pass
80.821812712,16384,0.05763600000818769,pass
80.826969998,16384,0.07217800001058094,pass
80.832139404,16384,0.05635399999448509,pass
80.837296771,16384,0.05914899999481804,pass
80.842453418,16384,0.05770599999266324,pass
80.847612818,16384,0.05999900000119851,pass
80.852817235,16384,0.08605899999736266,pass
80.858059349,16384,0.08229300000550666,pass
80.863286591,16384,0.08111199998950269,pass
80.868519651,16384,0.0845969999971885,pass
80.873753203,16384,0.08551799999167997,pass
80.878984992,16384,0.09175700000696452,pass
80.884228177,16384,0.08408600000109345,pass
80.889460327,16384,0.08035000000461423,pass
80.894680417,16384,0.08447700000147051,pass
80.899900899,16384,0.07553300000040508,pass
80.905110474,16384,0.07459200000425881,pass
80.910322244,16384,0.07654399999523775,pass
80.915533381,16384,0.07527200000367884,pass
80.920748494,16384,0.07728600000689312,pass
80.925961565,16384,0.09412100000361079,pass
80.931194916,16384,0.07908800000677729,pass
80.936414386,16384,0.0808310000053325,pass
80.941638623,16384,0.07984999999166575,pass
80.946864383,16384,0.08079100000202288,pass
80.952095581,16384,0.08340400000861337,pass
80.957325236,16384,0.08409599999481543,pass
80.96256026,16384,0.08165199999154993,pass
80.967793891,16384,0.07878799999616604,pass
80.97304273,16384,0.09238799999877756,pass
80.978271804,16384,0.0827140000012605,pass
80.983488421,16384,0.06094100000098024,pass
80.988683124,16384,0.06009899999526169,pass
80.993878318,16384,0.10507700000061959,pass
80.999117207,16384,0.10241300000757292,pass
81.004357598,16384,0.10901299999943603,pass
81.009603548,16384,0.09780599999942297,pass
81.014839713,16384,0.10551799999802824,pass
81.020084711,16384,0.11227800000312982,pass
81.025341027,16384,0.10508700000855242,pass
81.030591343,16384,0.1146820000030857,pass
81.035857083,16384,0.13080499999773565,pass
81.041167268,16384,0.10034000000302967,pass
81.046419087,16384,0.10887300000206324,pass
81.051683544,16384,0.1007909999941603,pass
81.056928222,16384,0.10734100000320268,pass
81.062177708,16384,0.10473700000090957,pass
81.067417188,16384,0.0958630000127414,pass
81.072646733,16384,0.09378100000390077,pass
81.077874145,16384,0.10527700000295681,pass
81.083050711,16384,0.06316399999661826,pass
81.088214768,16384,0.04774200000667861,pass
81.093373377,16384,0.062434000000166634,pass
81.098537965,16384,0.05193799999858584,pass
81.103689504,16384,0.04867299999489205,pass
81.108844408,16384,0.05763600000818769,pass
81.114030337,16384,0.057486000002882065,pass
81.119204019,16384,0.0627540000124327,pass
81.124379814,16384,0.05745600000750528,pass
81.129540546,16384,0.05156699999986358,pass
81.13470196,16384,0.052327999995327446,pass
81.139858315,16384,0.09840699999585922,pass
81.145106248,16384,0.09836699999254961,pass
81.150316384,16384,0.061561999999071304,pass
81.155478308,16384,0.0487930000048209,pass
81.160627553,16384,0.046890000007238086,pass
81.165772321,16384,0.04624999999691681,pass
81.170915968,16384,0.04736100000002352,pass
81.176063961,16384,0.0522590000002765,pass
81.181230423,16384,0.05072599999778049,pass
81.186385726,16384,0.05446200000847057,pass
81.191548642,16384,0.0994379999923467,pass
81.196750135,16384,0.08678000000372776,pass
81.201948944,16384,0.10620900000901656,pass
81.207170948,16384,0.08924400000864807,pass
81.212365161,16384,0.06450600000107443,pass
81.2175372,16384,0.05437100000449391,pass
81.222703981,16384,0.05383100000244667,pass
81.227866456,16384,0.05534299999965242,pass
81.233037353,16384,0.04669000000490087,pass
81.238177255,16384,0.04429599999866696,pass
81.243316364,16384,0.047752000000400585,pass
81.248459921,16384,0.04756099998814989,pass
81.253603027,16384,0.04638900000486501,pass
81.258789117,16384,0.06481699999483226,pass
81.263991461,16384,0.08744099999091759,pass
81.269219385,16384,0.1077510000015991,pass
81.274468699,16384,0.10692000000744883,pass
81.279716081,16384,0.11289900000122088,pass
81.284976893,16384,0.15052599999876293,pass
81.290284635,16384,0.1061889999931509,pass
